COD_PRODUTO;PRODUTO;CLASSIFICACAO
015411;CAMA SOLTEIRO PRESENCE CZ GRIS PT;MOVEIS QUARTO CAMA
017209;CPU L3100 CORE I3 4GB HD500 DVD RW LINUX;TECNOLOGIA INFORMATICA PC
011112;RACK KAIRO CHOC MAPLE;MOVEIS SALA DE ESTAR RACK
A00704;BONE TIPO ARABE EM BRIM AZUL;ALMOXARIFADO
021600;TABLET ICC STYLLUS 740W QC AND 4.4 WF7 8G BCO;TECNOLOGIA INFORMATICA TABLET
009648;RECEPTOR TVC 29 PT4647   78;TECNOLOGIA TV E VIDEO TV
014716;MICROONDAS BM22 PHILCO 20L;ELETRO ELETRODOMESTICO FORNO
024618;RELOGIO SMART RIU WATCH R160 DOURADO;CELULAR RELOGIO RELOGIO
023103;SAPATEIRA GIRATORIA BRANCO FOSCO DE MADEIRA;MOVEIS QUARTO SAPATEIRA
010194;LAVADORA FLEX II LALE5F12C;ELETRO ELETRODOMESTICO LAVADORA
A00585;NOBREAK 700VA;ALMOXARIFADO
022508;REFRIGERADOR RT38K5430SL/BZ FF 2P 384L INOX L;ELETRO ELETRODOMESTICO REFRIGERADOR
019201;POLTRONA COPA 1L.982500 982512 1818 T.AZ COMP;MOVEIS SALA DE ESTAR SOFA
017116;MEU SN22 BR ROSA DB;CELULAR SMARTPHONE
A00863;LAMPADA TORPEDO 12 V 10W OSRAN;ALMOXARIFADO
A02129;PASTILHA FR DT S AMIANTO NN00071.45;ALMOXARIFADO
017939;BELICHE 075 BCO PT;MOVEIS QUARTO CAMA
015479;COMODA VALENCIA BR PT;MOVEIS QUARTO COMODA
022565;CAMA CASAL ANGELICA AV/NG LX;MOVEIS QUARTO CAMA
021056;BICICLETA 26 MTB BELLA C CT BIC ROSA;LAZER ESPORTE E FITNESS BICICLETA
021604;BALANCA BL-03 DIGITAL ELEGANCE6V DC;ELETRO BELEZA E SAUDE BALANCA
021699;MINI SYSTEM MS-9050 SEMP TCL;TECNOLOGIA AUDIO MINI SYSTEM
005808;REFRIGERADOR 2PTS CONSUL 450L CRD 45 DBBNA;ELETRO ELETRODOMESTICO LAVADORA
009305;REFRIGERADOR KDV 47 BR A 220V;ELETRO ELETRODOMESTICO LAVADORA
018682;TOUCADOR ENCANTO BR U;MOVEIS QUARTO TOUCADOR
021137;SOFA DE CANTO PAREDES PRT MOSTARDA;MOVEIS SALA DE ESTAR SOFA
A01391;LAMPADA INCAND PINGO DAGUA GDR 24V N072601024;ALMOXARIFADO
020688;TABLET P355M 8 CANETA S PEN 2C 2MP 5MP 16G BR;TECNOLOGIA INFORMATICA TABLET
010653;SONY ERICSSON W350 LAR GSM;CELULAR SMARTPHONE
014841;VENTILADOR 30CM NV-32 6P PRETO;ELETRO AR E VENTILACAO VENTILADOR
010721;MP3 1GB ELGIN;TECNOLOGIA AUDIO MP3
009576;TELEFONE IBRATELE MASTER  BL;ELETRO ELETROPORTATEIS TELEFONE
015766;TV CORES 29 HPS 2907 FS CCE;TECNOLOGIA TV E VIDEO TV
016049;ARM SUPREMA IPH1G 70 PT LACA;MOVEIS COZINHA COZINHA COMPACTA
011205;GUARDA ROUPA 2 PTS ACACIA IMB PT ACP 4 GAV;MOVEIS QUARTO GUARDA-ROUPA
024174;PULSO DR PULSEIRA DR QZ CO2035KMV/4C CONDOR;CELULAR RELOGIO RELOGIO
024211;PULSO DR PULSEIRA DR QZ M CO2115TC/4X CONDOR;CELULAR RELOGIO RELOGIO
008111;BATEDEIRA BELAGIO;ELETRO ELETROPORTATEIS BATEDEIRA
017617;BICICLETA ERG ACT CLB 10 CLASSIC D.C.R;LAZER ESPORTE E FITNESS BICICLETA ERGOMETRICA
A02364;REFIL BRALIMP MOP PO 120 CM PROFI RP1200;ALMOXARIFADO
018899;MOTOROLA XT1033 MOTO G COLORS PRETO;CELULAR SMARTPHONE
021484;COLCHOBOX DESTINY 79X198X25;MOVEIS COLCHAO BASE BOX
009628;ALCATEL OT  E259X DB;CELULAR SMARTPHONE
A02390;HIPOCLORITO DE SODIO 10;ALMOXARIFADO
016251;ANDADOR MUSICAL ECON.VERDE 2003 05;LAZER BEBES ANDADOR
009516;FAX LINEA GRAF;ELETRO ELETROPORTATEIS TELEFONE
012299;CRIADO MUDO ROBUSTO MF;MOVEIS QUARTO CRIADO MUDO
018085;MESA DE CENTRO PARMA FRASSINO PRISMA PT;MOVEIS SALA DE ESTAR MESA DE CENTRO
009653;CAMA SOLTEIRO REF 2050 MDF NCECL;MOVEIS QUARTO CAMA
011875;MESA COMPUTADOR CORDOBA T MP;MOVEIS ESCRITORIO MESAS DE COMPUTADOR
020829;REFRIGERADOR DOMEST 3PTS.BRO80AKBNA 540L PLAT;ELETRO ELETRODOMESTICO REFRIGERADOR
010709;ROUPEIRO IBIZA C 2 P.VIDRO;MOVEIS QUARTO
022582;BOX 154 KING BEST 30CMX1
024749;ESTEIRA CLE 35;LAZER ESPORTE E FITNESS ESTEIRA
013361;CAMA CASAL PENEDO TB BR;MOVEIS QUARTO CAMA
017698;TAMPO DE MADEIRA CD 403 P COZ 80 38 GTO PT;MOVEIS COZINHA TAMPO
A01882;ALICATE DE CORTE 6 CARTELA;ALMOXARIFADO
A02692;DESINFETANTE BECKER 5L;ALMOXARIFADO
022273;MESA DL-900 NM UV;MOVEIS ESCRITORIO MESAS DE COMPUTADOR
A00420;TOALHA DE PAPEL FOLHEADA;ALMOXARIFADO
008323;MAQUINA COSTURA ESTILO PL418B;ELETRO UTILIDADES DOMESTICAS MAQUINA DE COSTURA
011295;ROUPEIRO SMART DUO BICOLOR;MOVEIS QUARTO GUARDA-ROUPA
008009;CONJ.4 CAD.PD15 1114 MARMORE 1.20 RETANG.;MOVEIS COZINHA MESA
015177;TV LCD 40 FL 3606 D 78;TECNOLOGIA TV E VIDEO TV
A00402;GARFO P  FESTA GD BRANCO PC 100UN;ALMOXARIFADO
017378;HOME THEATER BDV E490;TECNOLOGIA TV E VIDEO HOME THEATER
018909;SAMSUNG S3333 TRIOS PTA;CELULAR SMARTPHONE
020931;CONJ.080 6 C.COPACABANA C ENC.PRAT TR BR TP G;MOVEIS COZINHA CONJUNTO MESA
007929;TELEFONE SEM FIO MA 250 PLUS 900 MHz;ELETRO ELETROPORTATEIS TELEFONE
015293;MESA C 4 CAD.T GRANITO 0
012855;TELEFONE TELEFI KXT 3026 P. BR;ELETRO ELETROPORTATEIS TELEFONE
A01888;CHAVE COMBINADA 8MM;ALMOXARIFADO
018894;COMODA LOISI CARV PT TOUCH;MOVEIS QUARTO COMODA
020574;SMARTPHONE LG JOY H22F DB BRANCO;CELULAR SMARTPHONE SMARTPHONE
011548;MIC PORT NOTEBOOK STI P.PENT.CORE 2GB 250HD;TECNOLOGIA INFORMATICA PC
010716;COND.AR 6000 BTU H JAN.ROTAT.220V 60HZ;ELETRO AR E VENTILACAO AR CONDICIONADO
022766;COIFA DE PAREDES BAI91BRBNA INOX 90CM 220V 60;ELETRO ELETRODOMESTICO COIFA
023141;CONJ.SUPREMA 1
016438;LAVADORA CWC10ABBNA AUT.CONSUL FACILITE;ELETRO ELETRODOMESTICO LAVADORA
A01834;AMORTECEDOR DIANTEIRO;ALMOXARIFADO
A01900;CAIXA PLASTICA C/ORGANIZADOR 19;ALMOXARIFADO
012071;CAMA SOLTEIRO BIBOX DALIA MG;MOVEIS QUARTO CAMA
017296;BEBEDOURO BB 03 220V;ELETRO ELETRODOMESTICO BEBEDOURO
013524;COMODA VALENCIA IMB PT;MOVEIS QUARTO COMODA
014904;AUTO RADIO MEX V30 DVD;TECNOLOGIA AUTOMOTIVOS SOM AUTOMOTIVO
022280;ESTANTE TEXAS REF 60 CHAMP TX ROVERE;MOVEIS SALA DE ESTAR ESTANTE
RHC00G04;BATA 115 FEM   GESTANTE   G;ALMOXARIFADO
010075;MOTOROLA W218 CLARO;CELULAR SMARTPHONE
016651;HOME GLASS FREIJO CITTA TITANIUM;MOVEIS SALA DE ESTAR ESTANTE
024762;SAPATEIRA SPAZIO BRANCO PATRIMAR;MOVEIS QUARTO SAPATEIRA
014884;REL PONTO INFO HENRY ORION 6B C GUILH;TECNOLOGIA INFORMATICA
016018;ARM ACO ITANEW IG3 120 BR;MOVEIS COZINHA BALCAO
013484;NOBREAK MAXXIPOWER 700VA BIV 115V PT;TECNOLOGIA INFORMATICA IMPRESSORA
G0007I;GE2 TV 3D LED;SERVICOS GARANTIA
016508;DVD SD 9070 STI SR;TECNOLOGIA TV E VIDEO DVD
014363;G.ROUPA LINE 4 PTS 2 GAV AM/PT VILA RICA;MOVEIS QUARTO GUARDA-ROUPA
023031;ESTOFADO YRIS 2X3 LUGARES MARROM 003;MOVEIS SALA DE ESTAR SOFA
019656;SANDUICHEIRA E GRILL AMS 420 2 INOX AMVOX;ELETRO ELETROPORTATEIS SANDUICHEIRA
008021;REFRIGERADOR DOMEST 2 PTS 480L CRD 48;ELETRO ELETRODOMESTICO LAVADORA
023335;ROUPEIRO 6PTS 2GV C/PES GRIS/PALHA;MOVEIS QUARTO GUARDA-ROUPA
023758;ROUPEIRO 2 PTS.MELISSA C.ESP BR RS AZ LILAS;MOVEIS QUARTO GUARDA-ROUPA
020632;ROUPEIRO SARA II 17127 C PE GRIGIO PRETO;MOVEIS QUARTO GUARDA-ROUPA
023587;G R 6 PORTAS INVICTO - CANION;MOVEIS QUARTO GUARDA-ROUPA
A00459;TONER E 120;ALMOXARIFADO
017319;RACK 5215 44 NEW FLASH ETINA VITTRO PRETO;MOVEIS SALA DE ESTAR RACK
024549;CONJ 6PC CR6P ROCHEDO NEW VITALLE R1Z1CPB3;ELETRO UTILIDADES DOMESTICAS CONJUNTO DE PANELA
A00047;LAPISEIRA 0.7 MERCUR;ALMOXARIFADO
020598;MESA FLORENCIA CR RT.1.10X0
S0005T;SERVICO DE PROTECAO TOTAL 49;SERVICOS SEGURO CELULAR
A01723;ADAP ENG RAP 767 ROS MACHO 1/4;ALMOXARIFADO
009890;SAMSUNG X660 DB;CELULAR SMARTPHONE
014157;ROUPEIRO 6 PTS. PRADA PREMIUM IMB IMB PT;MOVEIS QUARTO GUARDA-ROUPA
005125;LIQUIDIFICADOR AUTOCLEAN BAC2;ELETRO ELETROPORTATEIS LIQUIDIFICADOR
A02201;MONITOR DELL 21.5 POL;ALMOXARIFADO
023807;KIT AUTOMOTIVO AU 953 MP3+4 ALTO FALANTES;TECNOLOGIA AUTOMOTIVOS SOM AUTOMOTIVO
019271;C2004 XPERIA M BRANCO;CELULAR SMARTPHONE
017132;CADEIRA BALANCO PT LARANJA;MOVEIS TERRACO CADEIRA
018667;PEN DRIVE 8GB PD687 TWIST ROSA INTER RECIF;TECNOLOGIA INFORMATICA PEN DRIVE
019935;CONJ.MAIA 203 VERM AMASSADO;MOVEIS SALA DE ESTAR SOFA
009656;SAMSUNG C510L TIM;CELULAR SMARTPHONE
009230;BENQ SIEMENS C72 LS CLARO;CELULAR SMARTPHONE
013749;CAMA CASAL MARCELA TB BR MP;MOVEIS QUARTO CAMA
G0008U;GE2 TV 3D LED;SERVICOS GARANTIA
009025;COLCHAO D 45 138 X 17 BORDADO;MOVEIS COLCHAO COLCHAO
024819;VENTILADOR 30CM V-74 RED PREMIUM 6P;ELETRO AR E VENTILACAO VENTILADOR
S00007;SERVICO DE PROTECAO SEM DESCULPAS 5;SERVICOS SEGURO CELULAR
018881;CHIP VIVO 4G 128K AVULSO PE;CELULAR CHIP CHIP
014334;G.ROUPA 4 PTS.ECONOMICO C CH IMP CZ PT;MOVEIS QUARTO GUARDA-ROUPA
A00633;PRATELEIRA 315MM 1U PT   CARTHOMS;ALMOXARIFADO
024357;ARMARIO ACO DPL BX MULTIPLA BR;MOVEIS COZINHA ARMARIO
099996;MAQUINAS EQUIPAMENTOS INFORMATICA;ALMOXARIFADO
014888;MOUSE GN PS2 OPT PT 8MT DATEN;TECNOLOGIA INFORMATICA PC
022527;FRUTEIRA EM TURBO C/PEDRA GTO BRANCA;MOVEIS COZINHA FRUTEIRA
018410;UNIDADE INT.CA TI07F 220V 60 1F;ELETRO AR E VENTILACAO AR CONDICIONADO
011101;LG KF390 TIM;CELULAR SMARTPHONE
A02673;MOCKUP ACRILICO TABLET;ALMOXARIFADO
011260;BICICLETA 12 BEM 10 2094;LAZER ESPORTE E FITNESS BICICLETA
A000330;CARTAO DE PONTO MENSAL;ALMOXARIFADO
A02816;CABO DO TRINCO INT LE 1318/1620;ALMOXARIFADO
016752;FORNO MICRO ONDAS NN ST652 WRUK;ELETRO ELETRODOMESTICO FORNO
015778;HELICE 50 TURBO 450X3 PT E10MM M2;ELETRO AR E VENTILACAO VENTILADOR
022009;SMARTPHONE LENOVO VIBE K5 DB DOURADO;CELULAR SMARTPHONE SMARTPHONE
020161;COLC. D 23 REAL MASTER 1.88 X 0
022837;SMARTPHONE LG X STYLE K200DSF DB DOURADO;CELULAR SMARTPHONE SMARTPHONE
021756;TABLET NB155 M9 QUAD CORE BRANCO;TECNOLOGIA INFORMATICA TABLET
013515;SPEEDY GP 136;LAZER BRINQUEDOS MINI VEICULO
022184;MULTIUSO ROMA 2P.8660-00 MAL/CHAMP;MOVEIS AREA DE SERVICO ARMARIO MULTIUSO
010404;ESTABILIZADOR SOL NG2 300W;TECNOLOGIA INFORMATICA IMPRESSORA
016104;PERSONALITA BALCAO 1.20 C 3G.C T 206 BR GZ GF;MOVEIS COZINHA COZINHA COMPACTA
014756;UNIDADE EVAP.HW 9K FR 42LUCA009515LC CARRIER;ELETRO AR E VENTILACAO AR CONDICIONADO
019295;SMARTPHONE SONY XPERIA C C2304 CLARO PRETO;CELULAR SMARTPHONE SMARTPHONE
015811;NOKIA C2 06 DOURADO;CELULAR SMARTPHONE
019772;ESCOVA TURBO ION 2000 ADM1965;ELETRO BELEZA E SAUDE ESCOVA MODELADORA
S0004C;SERVICO DE PROTECAO SEM DESCULPAS1F;SERVICOS SEGURO CELULAR
013219;ARM ACO ITANOVA SMART I 31V D 4 GAV TB;MOVEIS COZINHA COZINHA COMPACTA
013747;ANDADOR AZUL 2128 A C2M;LAZER BEBES ANDADOR
010348;LG KP106 TIM;CELULAR SMARTPHONE
021093;APARADOR DARQUE ALTO BRILHO MALBECK;MOVEIS SALA DE JANTAR APARADOR
A01197;LAVADORA - PS 400 MONO COMPL PRESSURE;ALMOXARIFADO
A00380;MOUSE USB OPTICO 800 DPI;ALMOXARIFADO
G0007Y;GE1 PC DESCTOP;SERVICOS GARANTIA
021995;CABECEIRA IMPERATRIZ 140 AVELA CREME;MOVEIS QUARTO CABECEIRA
023179;PAINEL VITORIO MADEIRO TX;MOVEIS SALA DE ESTAR PAINEL PARA TV
016317;SAMSUNG C3330 CLARO;CELULAR SMARTPHONE
021535;LAVADORA ML60 LAVETE INTENSE REC;ELETRO ELETRODOMESTICO LAVADORA
017268;CABECEIRA CASAL BOX BIANCA TB MP;MOVEIS QUARTO CABECEIRA
017117;MEU SN22 PRETO VERM;CELULAR SMARTPHONE
016243;LC LIA KIT DUPLO 206 BR GRIZ GRAF;MOVEIS COZINHA ARMARIO
018350;X BIKE 14 SUPERMAM 2392;LAZER BRINQUEDOS
A00994;FITA LED - 24V BRANCA MT (9586);ALMOXARIFADO
021502;COLCHAO ORTOPRO 158X34 M.ENS.;MOVEIS COLCHAO COLCHAO
016358;AUTO RADIO DSX A37X;TECNOLOGIA AUTOMOTIVOS SOM AUTOMOTIVO
008954;BEBEDORO ELETRONIC FRESH TURBO;ELETRO ELETRODOMESTICO BEBEDOURO
010958;MP5 2GB COM GAME;TECNOLOGIA AUDIO MP3
022159;CADEIRA TURQUIA  63;MOVEIS SALA DE JANTAR CADEIRA
013141;SOFA CAMA ITALIA C AUX.TB MP   NAO USAR;MOVEIS SALA DE ESTAR SOFA
012875;CAMA CASAL MILENA 1.40 MF;MOVEIS QUARTO CAMA
010318;SANDUICHEIRA SW 601 I 220V;ELETRO ELETROPORTATEIS SANDUICHEIRA
008426;SIEMENS M65 KIT SURF AVULSO OI;CELULAR SMARTPHONE
012198;ARM.FRUTEIRA 830MM C RODIZIO CLEAN 83031 BR;MOVEIS COZINHA COZINHA COMPACTA
012493;KIT 6 PTS.2002306 VD BR;MOVEIS COZINHA ARMARIO
A01589;SENSOR DE VELOCIDADE;ALMOXARIFADO
014850;LC LIA ARMARIO 1.20 C VID 165 BR ACA PT;MOVEIS COZINHA COZINHA COMPACTA
A01754;FAIXA PARA-CHOQUE A VERY 2.40MT;ALMOXARIFADO
023149;CONJ.LANKASTER 1X1 4/C.VALENCIA CAST TEC111;MOVEIS SALA DE JANTAR CONJUNTO MESA
014682;NOKIA X5 DB AZUL;CELULAR SMARTPHONE
015937;MULTILASER JOY 2 CHIPS DB;CELULAR CELULAR CELULAR
007389;RADIO GRAV. RD 96X C CD 1 TAPE DECK COMBRAS;TECNOLOGIA AUDIO SOM PORTATIL
022048;COMODA ARIANA PEROLA;MOVEIS QUARTO COMODA
016108;PERSONALITA PANELEIRO DUPLO 207 BR GRAF;MOVEIS COZINHA COZINHA COMPACTA
023089;PAINEL VERT MEL;MOVEIS SALA DE ESTAR PAINEL PARA TV
015217;BELICHE VENUS REF 136 TB BR;MOVEIS QUARTO CAMA
018686;TABLET NB038 PC VIBE WIFI 7pol 4GB BRANCO;TECNOLOGIA INFORMATICA TABLET
022873;GUARDA ROUPA SENA 6PTS.C/PE ROVTOUCH/PT/ROVTO;MOVEIS QUARTO GUARDA-ROUPA
023466;BERCO INFANTIL SIMPLES LUCCA MOD 11241;MOVEIS QUARTO GUARDA-ROUPA
022005;NOTEBOOK ACER E5-473-370 CI3 14 4GB 1TB W10 B;TECNOLOGIA INFORMATICA NOTEBOOK
020857;MESA ESTER CR RT 1.20X0
A01656;JG REPARO CABEC COMPRES AR WAB;ALMOXARIFADO
015525;CAMA CASAL SANDIEGO CARV BI PT;MOVEIS QUARTO
013910;ESTANTE HOME CELINA P TB BRILHO BR NEVE BRILH;MOVEIS SALA DE ESTAR ESTANTE
024241;PULSO DR PULSEIRA DR QZ MO2115AN/4C MORMAII;CELULAR RELOGIO RELOGIO
013376;CAMA SOLTEIRO ISABELLE ALM TB MP;MOVEIS QUARTO CAMA
016331;MODEM USB HUAWEI E303S BRANCO TIM;TECNOLOGIA INFORMATICA IMPRESSORA
010004;AUTO RADIO HBD 9150 DVD PLAYER;TECNOLOGIA AUTOMOTIVOS SOM AUTOMOTIVO
014779;COLCHAO DINAMIC C PILLOW 1
A00824;FLANGE DIANTEIRA;ALMOXARIFADO
021951;LIQUID.RI 2160/90 550W WALITA;ELETRO ELETROPORTATEIS LIQUIDIFICADOR
021045;BICICLETA 20 MTB STAR GIRL C CT BIC ROSA/PINK;LAZER ESPORTE E FITNESS BICICLETA
020026;ROUPEIRO ANJOS 3 PTS.C ESP PES BR BR PT;MOVEIS QUARTO GUARDA-ROUPA
020698;BALCAO BA35 BR UV;MOVEIS COZINHA BALCAO
020625;SALA ANA K C6 CAD KIARA CHOCOARTICO;MOVEIS SALA DE JANTAR MESA
A02194;PORCA SEXT. 5/16 RG;ALMOXARIFADO
010323;ESPREMEDOR DE FRUTAS 89021 220V;ELETRO ELETROPORTATEIS ESPREMEDOR
007458;CRIADO ODILA;MOVEIS QUARTO CRIADO MUDO
010263;MICRO SYSTEM MSP 200 PHILCO;TECNOLOGIA AUDIO MINI SYSTEM
005597;COLCHAO PRO COLUNA D 33 1
A02338;KIT CILINDRO MOTOR TIT 125 02/08 ( COFAP );ALMOXARIFADO
011097;FOGAO 6BC.DORATO CONT PS BR;ELETRO ELETRODOMESTICO FOGAO
021057;BICICLETA 26 MTB BELLA C CT BIC/VERM;LAZER ESPORTE E FITNESS BICICLETA
017492;POLTRONA BARAO B 337;MOVEIS SALA DE ESTAR POLTRONA
009903;LIQ.RI 2030  00 BR 220V TANGO C SPAT WALITA;ELETRO ELETROPORTATEIS LIQUIDIFICADOR
G0006M;GE2 NOTEBOOK;SERVICOS GARANTIA
015726;PURIFICADOR ESMALTEC 220V BR;ELETRO ELETRODOMESTICO PURIFICADOR
007690;LIQUIDIFICADOR WWF5 MAGICLEN;ELETRO ELETROPORTATEIS LIQUIDIFICADOR
017505;COLCHAO DUROSPRING P.UNO 158 X 198 X 31 BR;MOVEIS COLCHAO COLCHAO
012916;ROUPEIRO 3 PTS.SUZANA C.ESP CX AVEL 2PTS AV;MOVEIS QUARTO GUARDA-ROUPA
010834;REFRIGERADOR RDV 37 INOX;ELETRO ELETRODOMESTICO LAVADORA
018343;SMART BABY POP MENINA 529;LAZER BRINQUEDOS
019596;PANELA PE 09 ELETRICA 220V;ELETRO ELETROPORTATEIS KIT
019276;TV LED SEMP DL3261;TECNOLOGIA TV E VIDEO TV
023707;ROUPEIRO 3PTS 4GAV C/PES BR DE MAD B573A-BR;MOVEIS QUARTO GUARDA-ROUPA
010407;MODULO ISOLADOR EST. G3 440VA COMPLETO;TECNOLOGIA INFORMATICA IMPRESSORA
006681;LIQUIDIFICADOR L 01;ELETRO ELETROPORTATEIS LIQUIDIFICADOR
012943;ROUPEIRO 6 PTS.SINTONIA C ESP BR MP;MOVEIS QUARTO GUARDA-ROUPA
009030;COLCHAO SERIE D OURO D 33 138 X 20;MOVEIS COLCHAO COLCHAO
019129;ESTANTE BELA REF 92 IPE TX ROVERE;MOVEIS SALA DE ESTAR ESTANTE
014410;ESTANTE 1140 11 NANDA CARV VULCANO PT;MOVEIS SALA DE ESTAR ESTANTE
012332;MESA P  COMPUTADOR VENETO TB MP;MOVEIS ESCRITORIO MESAS DE COMPUTADOR
010588;SISTEMA DIGIMASTER C RECP.DIGITAL C RECP.LNBE;TECNOLOGIA TV E VIDEO ANTENA
013356;CAMA CASAL MILENA 1.40 AVEL PER PT;MOVEIS QUARTO CAMA
024282;RACK ESMERALDA BRANCO;MOVEIS SALA DE ESTAR RACK
A00460;TONER 3200;ALMOXARIFADO
A00611;NOB. BI 1.2 STATION II NT 030;ALMOXARIFADO
009505;VENKO ESTILO DB;CELULAR SMARTPHONE
013100;LG KP570 COOKIE CLARO;CELULAR SMARTPHONE
014476;ESTANTE OCEAN NEB PT;MOVEIS SALA DE ESTAR ESTANTE
017148;HOME THEATER HTS2500 78;TECNOLOGIA TV E VIDEO HOME THEATER
014727;ROUPEIRO 2 PTS.MAGISTRAL IB IB PT;MOVEIS QUARTO GUARDA-ROUPA
A00045;GRAMPO TRILHO C 50;ALMOXARIFADO
S0001J;SERVICO DE PROTECAO SEM DESCULPAS55;SERVICOS SEGURO CELULAR
A02704;FECHO CAPO SUP MB 709/912;ALMOXARIFADO
010706;INTELBRAS M500 DB;CELULAR SMARTPHONE
005765;FERRO AVAPOR FB 100;ELETRO ELETROPORTATEIS FERRO
023708;ROUPEIRO 3PTS 4GAV C/PES NATURE DE MADEIRA;MOVEIS QUARTO GUARDA-ROUPA
016396;MESA C 6 CAD.LAMINADO ACT ACA PT;MOVEIS SALA DE JANTAR MESA
005351;COLCHAO GOLD FLEX D 45 138 X 18;MOVEIS COLCHAO COLCHAO
A02651;FECHADURA PORTA MB 709/1935 EXT. LD;ALMOXARIFADO
024136;PULSO DR PULSEIRA DR QZ AL2035FAI/K4K ALLORA;CELULAR RELOGIO RELOGIO
S00060;SERVICO DE PROTECAO TOTAL 56;SERVICOS SEGURO CELULAR
010993;TELEVISOR TOSHIBA TV2922;TECNOLOGIA TV E VIDEO TV
009228;AP DVD 5.1 CHANNEL MOD.BL 602E PLATINUM;TECNOLOGIA TV E VIDEO DVD
016088;CONJ.ESTOF.MARROCOS 511 KOR CREME;MOVEIS SALA DE ESTAR SOFA
005460;TV EM CORES TRINITRON KV 21B80;TECNOLOGIA TV E VIDEO TV
010946;NOKIA 2680 VIVO;CELULAR SMARTPHONE
A00590;CARNE GPS GRAFSET;ALMOXARIFADO
010259;CELULAR ALCATEL OT C701X;CELULAR SMARTPHONE
020070;AEREO CD 214 CANTO MEDIO 612 CARV BR UV;MOVEIS COZINHA ARMARIO
A02838;MINI DOME TURBO HD 720P;ALMOXARIFADO
019980;SMARTPHONE SAMSUNG GAL G. PRIME G530 TM CINZA;CELULAR SMARTPHONE SMARTPHONE
A00715;REFIL MOP UMIDO;ALMOXARIFADO
014257;G.ROUPA 2002 3PTS.3GAV.542 BR PT;MOVEIS QUARTO GUARDA-ROUPA
012436;MESA JACAREI 1
020244;SMARTPHONE SAMSUNG GAL YOUNG 2 G130 DB CINZA;CELULAR SMARTPHONE SMARTPHONE
012642;ROUPEIRO 2 PTS.VERSATIL PLUS TB MP;MOVEIS QUARTO GUARDA-ROUPA
011757;RACK ICARO C ROD.218 09;MOVEIS SALA DE ESTAR RACK
S0006N;SERVICO DE PROTECAO TOTAL 19;SERVICOS SEGURO CELULAR
010446;TELEFONE TC 4030;ELETRO ELETROPORTATEIS TELEFONE
020317;ROUPEIRO ANJOS 3 PTS.C ESP PES MAL MAL ROV;MOVEIS QUARTO GUARDA-ROUPA
011037;BERCO COLLOR S GAV.;MOVEIS QUARTO BERCO
024084;PULSO DR PULSEIRA DR QZ 2115KOI/4P TECHNOS;CELULAR RELOGIO RELOGIO
014260;G.ROUPA 2005 4PTS.3GAV.647 IMP IMB PT;MOVEIS QUARTO GUARDA-ROUPA
018770;TABLET NB060 PC8 M8 DUAL CORE PRETO;TECNOLOGIA INFORMATICA TABLET
019585;PAINEL SIMOTECH CASTANO PRETO;MOVEIS SALA DE JANTAR APARADOR
012584;CAMA SOLTEIRO BIBOX ESCOCIA BR BR;MOVEIS QUARTO CAMA
021272;CONJ.DARQUE 1
014596;CAMA CASAL CAPRI REF 663 IMB PT;MOVEIS QUARTO CAMA
013809;CAMERA CD103 SD 2GB ROSA;TECNOLOGIA CÂMERA E FILMADORA CÂMERA
019159;SAMSUNG GALAXY GRAN NEO DUOS TV I9063 PRETO;CELULAR SMARTPHONE
020832;CLIMATIZADOR PORT CONSUL C1F07ABBNA;ELETRO AR E VENTILACAO CLIMATIZADOR
022203;CELULAR IPRO I3100 DB BRANCO ROSA;CELULAR CELULAR CELULAR
016505;PARAFUSADEIRA A BATERIA 3.6V 9036 B.E DECKER;ELETRO UTILIDADES DOMESTICAS PARAFUSADEIRA
S0004Z;SERVICO DE PROTECAO TOTAL 19;SERVICOS SEGURO CELULAR
016433;SAMSUNG GALAXY ACE DUOS PRETO DB;CELULAR SMARTPHONE
019535;BICICLETA TROPICAL F 1 PURPURA;LAZER ESPORTE E FITNESS BICICLETA
010244;FOGAO ATTUALE II BR GE VS;ELETRO ELETRODOMESTICO FOGAO
010555;DVD 757 X CCE;TECNOLOGIA TV E VIDEO DVD
024279;HOME AGATA MDR/BCO;MOVEIS SALA DE ESTAR HOME
017916;FRUTEIRA ABSOLUT BR PT;MOVEIS COZINHA COZINHA COMPACTA
020843;CELULAR MULTILASER MAX II P3271 4CHIPS DB BCO;CELULAR CELULAR CELULAR
014694;COZINHA TRID 2170 1
017429;CAMERA FOTO DIG.DMC FH 8 LB V VIOLETA;TECNOLOGIA CÂMERA E FILMADORA CÂMERA
020013;FORNO NN-ST674SRUK MICROONDAS PANASONIC;ELETRO ELETRODOMESTICO FORNO
022063;G.ROUPA LINE 6 PTS 4 GAV P/ BRASIL C/REV VILA;MOVEIS QUARTO GUARDA-ROUPA
022569;SMARTPHONE LENOVO VIBE C2 16GB DB PRETO;CELULAR SMARTPHONE SMARTPHONE
021303;CONJ.LANKASTER 1X1 4C.VALEN.CAST F TC38 S.CZ;MOVEIS SALA DE JANTAR CONJUNTO MESA
004141;DEPURADOR CHARME 6 BC. 80;ELETRO ELETRODOMESTICO DEPURADOR
G00040;GE2 FOGAO 2 A 6 BOCAS;SERVICOS GARANTIA
024496;ARM ACO LARA CLASS IG3G2-105 PRETO;MOVEIS COZINHA BALCAO
